# LS220 with Mdot = 1e-6
# eps       mAp [MeV]   r [cm]      t_stop [s]  efficiency
3.30000e-14 5.01187e+02 2.22454e+14 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 2.58266e+14 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 2.99844e+14 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 3.48114e+14 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 4.04156e+14 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 4.69219e+14 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 5.44757e+14 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 6.32456e+14 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 7.34272e+14 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 8.52480e+14 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 9.89717e+14 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 1.14905e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 1.33403e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 1.54879e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 1.79812e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 2.08760e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 2.42367e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 2.81385e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 3.26684e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 3.79275e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 4.40334e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 5.11221e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 5.93521e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 6.89069e+15 1.00000e+01 0.00000e+00
3.30000e-14 5.01187e+02 8.00000e+15 1.00000e+01 0.00000e+00
1.00000e-13 1.07150e+00 5.00000e+13 1.47754e+03 1.19287e-02
1.00000e-13 1.07150e+00 5.80493e+13 1.71541e+03 1.02746e-02
1.00000e-13 1.07150e+00 6.73944e+13 1.99156e+03 8.84987e-03
1.00000e-13 1.07150e+00 7.82440e+13 2.31217e+03 7.62266e-03
1.00000e-13 1.07150e+00 9.08402e+13 2.68439e+03 6.56563e-03
1.00000e-13 1.07150e+00 1.05464e+14 3.11654e+03 5.65519e-03
1.00000e-13 1.07150e+00 1.22443e+14 3.61826e+03 4.87102e-03
1.00000e-13 1.07150e+00 1.42154e+14 4.20075e+03 4.19559e-03
1.00000e-13 1.07150e+00 1.65039e+14 4.87701e+03 3.61382e-03
1.00000e-13 1.07150e+00 1.91608e+14 5.66215e+03 3.11271e-03
1.00000e-13 1.07150e+00 2.22454e+14 6.57367e+03 2.68109e-03
1.00000e-13 1.07150e+00 2.58266e+14 7.63194e+03 2.30932e-03
1.00000e-13 1.07150e+00 2.99844e+14 8.86056e+03 1.98908e-03
1.00000e-13 1.07150e+00 3.48114e+14 1.02870e+04 1.71325e-03
1.00000e-13 1.07150e+00 4.04156e+14 1.19430e+04 1.47567e-03
1.00000e-13 1.07150e+00 4.69219e+14 1.38654e+04 1.27101e-03
1.00000e-13 1.07150e+00 5.44757e+14 1.60976e+04 1.09473e-03
1.00000e-13 1.07150e+00 6.32456e+14 1.86889e+04 9.42907e-04
1.00000e-13 1.07150e+00 7.34272e+14 2.16991e+04 8.12209e-04
1.00000e-13 1.07150e+00 8.52480e+14 2.51941e+04 6.99626e-04
1.00000e-13 1.07150e+00 9.89717e+14 2.92520e+04 6.02649e-04
1.00000e-13 1.07150e+00 1.14905e+15 3.39607e+04 5.19067e-04
1.00000e-13 1.07150e+00 1.33403e+15 3.94272e+04 4.47073e-04
1.00000e-13 1.07150e+00 1.54879e+15 4.57735e+04 3.85065e-04
1.00000e-13 1.07150e+00 1.79812e+15 5.31411e+04 3.31652e-04
1.00000e-13 1.07150e+00 2.08760e+15 6.16933e+04 2.85647e-04
1.00000e-13 1.07150e+00 2.42367e+15 7.16232e+04 2.46024e-04
1.00000e-13 1.07150e+00 2.81385e+15 8.31552e+04 2.11904e-04
1.00000e-13 1.07150e+00 3.26684e+15 9.65454e+04 1.82519e-04
1.00000e-13 1.07150e+00 3.79275e+15 1.12092e+05 1.57208e-04
1.00000e-13 1.07150e+00 4.40334e+15 1.30139e+05 1.35404e-04
1.00000e-13 1.07150e+00 5.11221e+15 1.51091e+05 1.16622e-04
1.00000e-13 1.07150e+00 5.93521e+15 1.75416e+05 1.00445e-04
1.00000e-13 1.07150e+00 6.89069e+15 2.03652e+05 8.65082e-05
1.00000e-13 1.07150e+00 8.00000e+15 2.36429e+05 7.45023e-05
1.00000e-13 1.21474e+00 5.00000e+13 1.47912e+03 1.17389e-02
1.00000e-13 1.21474e+00 5.80493e+13 1.71724e+03 1.01110e-02
1.00000e-13 1.21474e+00 6.73944e+13 1.99368e+03 8.70897e-03
1.00000e-13 1.21474e+00 7.82440e+13 2.31462e+03 7.50133e-03
1.00000e-13 1.21474e+00 9.08402e+13 2.68722e+03 6.46115e-03
1.00000e-13 1.21474e+00 1.05464e+14 3.11981e+03 5.56518e-03
1.00000e-13 1.21474e+00 1.22443e+14 3.62204e+03 4.79342e-03
1.00000e-13 1.21474e+00 1.42154e+14 4.20512e+03 4.12869e-03
1.00000e-13 1.21474e+00 1.65039e+14 4.88207e+03 3.55615e-03
1.00000e-13 1.21474e+00 1.91608e+14 5.66802e+03 3.06304e-03
1.00000e-13 1.21474e+00 2.22454e+14 6.58049e+03 2.63831e-03
1.00000e-13 1.21474e+00 2.58266e+14 7.63985e+03 2.27247e-03
1.00000e-13 1.21474e+00 2.99844e+14 8.86973e+03 1.95734e-03
1.00000e-13 1.21474e+00 3.48114e+14 1.02976e+04 1.68591e-03
1.00000e-13 1.21474e+00 4.04156e+14 1.19553e+04 1.45211e-03
1.00000e-13 1.21474e+00 4.69219e+14 1.38798e+04 1.25072e-03
1.00000e-13 1.21474e+00 5.44757e+14 1.61140e+04 1.07726e-03
1.00000e-13 1.21474e+00 6.32456e+14 1.87079e+04 9.27859e-04
1.00000e-13 1.21474e+00 7.34272e+14 2.17192e+04 7.99166e-04
1.00000e-13 1.21474e+00 8.52480e+14 2.52151e+04 6.88323e-04
1.00000e-13 1.21474e+00 9.89717e+14 2.92738e+04 5.92853e-04
1.00000e-13 1.21474e+00 1.14905e+15 3.39880e+04 5.10650e-04
1.00000e-13 1.21474e+00 1.33403e+15 3.94616e+04 4.39846e-04
1.00000e-13 1.21474e+00 1.54879e+15 4.58167e+04 3.78860e-04
1.00000e-13 1.21474e+00 1.79812e+15 5.31929e+04 3.26313e-04
1.00000e-13 1.21474e+00 2.08760e+15 6.17559e+04 2.81051e-04
1.00000e-13 1.21474e+00 2.42367e+15 7.16975e+04 2.42067e-04
1.00000e-13 1.21474e+00 2.81385e+15 8.32398e+04 2.08484e-04
1.00000e-13 1.21474e+00 3.26684e+15 9.66402e+04 1.79559e-04
1.00000e-13 1.21474e+00 3.79275e+15 1.12198e+05 1.54647e-04
1.00000e-13 1.21474e+00 4.40334e+15 1.30259e+05 1.33186e-04
1.00000e-13 1.21474e+00 5.11221e+15 1.51227e+05 1.14701e-04
1.00000e-13 1.21474e+00 5.93521e+15 1.75569e+05 9.87815e-05
1.00000e-13 1.21474e+00 6.89069e+15 2.03834e+05 8.50685e-05
1.00000e-13 1.21474e+00 8.00000e+15 2.36651e+05 7.32574e-05
1.00000e-13 1.37712e+00 5.00000e+13 1.47853e+03 1.13151e-02
1.00000e-13 1.37712e+00 5.80493e+13 1.71654e+03 9.74600e-03
1.00000e-13 1.37712e+00 6.73944e+13 1.99288e+03 8.39454e-03
1.00000e-13 1.37712e+00 7.82440e+13 2.31370e+03 7.23051e-03
1.00000e-13 1.37712e+00 9.08402e+13 2.68618e+03 6.22788e-03
1.00000e-13 1.37712e+00 1.05464e+14 3.11860e+03 5.36428e-03
1.00000e-13 1.37712e+00 1.22443e+14 3.62064e+03 4.62040e-03
1.00000e-13 1.37712e+00 1.42154e+14 4.20349e+03 3.97968e-03
1.00000e-13 1.37712e+00 1.65039e+14 4.88023e+03 3.42786e-03
1.00000e-13 1.37712e+00 1.91608e+14 5.66612e+03 2.95266e-03
1.00000e-13 1.37712e+00 2.22454e+14 6.57857e+03 2.54335e-03
1.00000e-13 1.37712e+00 2.58266e+14 7.63788e+03 2.19074e-03
1.00000e-13 1.37712e+00 2.99844e+14 8.86732e+03 1.88689e-03
1.00000e-13 1.37712e+00 3.48114e+14 1.02946e+04 1.62519e-03
1.00000e-13 1.37712e+00 4.04156e+14 1.19517e+04 1.39978e-03
1.00000e-13 1.37712e+00 4.69219e+14 1.38755e+04 1.20564e-03
1.00000e-13 1.37712e+00 5.44757e+14 1.61090e+04 1.03842e-03
1.00000e-13 1.37712e+00 6.32456e+14 1.87019e+04 8.94395e-04
1.00000e-13 1.37712e+00 7.34272e+14 2.17126e+04 7.70351e-04
1.00000e-13 1.37712e+00 8.52480e+14 2.52080e+04 6.63510e-04
1.00000e-13 1.37712e+00 9.89717e+14 2.92661e+04 5.71488e-04
1.00000e-13 1.37712e+00 1.14905e+15 3.39772e+04 4.92217e-04
1.00000e-13 1.37712e+00 1.33403e+15 3.94467e+04 4.23947e-04
1.00000e-13 1.37712e+00 1.54879e+15 4.57967e+04 3.65141e-04
1.00000e-13 1.37712e+00 1.79812e+15 5.31697e+04 3.14487e-04
1.00000e-13 1.37712e+00 2.08760e+15 6.17299e+04 2.70860e-04
1.00000e-13 1.37712e+00 2.42367e+15 7.16684e+04 2.33282e-04
1.00000e-13 1.37712e+00 2.81385e+15 8.32062e+04 2.00913e-04
1.00000e-13 1.37712e+00 3.26684e+15 9.66014e+04 1.73035e-04
1.00000e-13 1.37712e+00 3.79275e+15 1.12153e+05 1.49024e-04
1.00000e-13 1.37712e+00 4.40334e+15 1.30211e+05 1.28341e-04
1.00000e-13 1.37712e+00 5.11221e+15 1.51177e+05 1.10528e-04
1.00000e-13 1.37712e+00 5.93521e+15 1.75520e+05 9.51874e-05
1.00000e-13 1.37712e+00 6.89069e+15 2.03776e+05 8.19696e-05
1.00000e-13 1.37712e+00 8.00000e+15 2.36576e+05 7.05829e-05
1.00000e-13 1.56121e+00 5.00000e+13 1.47771e+03 1.10241e-02
1.00000e-13 1.56121e+00 5.80493e+13 1.71559e+03 9.49536e-03
1.00000e-13 1.56121e+00 6.73944e+13 1.99180e+03 8.17880e-03
1.00000e-13 1.56121e+00 7.82440e+13 2.31255e+03 7.04497e-03
1.00000e-13 1.56121e+00 9.08402e+13 2.68495e+03 6.06832e-03
1.00000e-13 1.56121e+00 1.05464e+14 3.11730e+03 5.22704e-03
1.00000e-13 1.56121e+00 1.22443e+14 3.61926e+03 4.50236e-03
1.00000e-13 1.56121e+00 1.42154e+14 4.20204e+03 3.87815e-03
1.00000e-13 1.56121e+00 1.65039e+14 4.87860e+03 3.34044e-03
1.00000e-13 1.56121e+00 1.91608e+14 5.66391e+03 2.87717e-03
1.00000e-13 1.56121e+00 2.22454e+14 6.57564e+03 2.47816e-03
1.00000e-13 1.56121e+00 2.58266e+14 7.63413e+03 2.13447e-03
1.00000e-13 1.56121e+00 2.99844e+14 8.86303e+03 1.83845e-03
1.00000e-13 1.56121e+00 3.48114e+14 1.02898e+04 1.58349e-03
1.00000e-13 1.56121e+00 4.04156e+14 1.19461e+04 1.36388e-03
1.00000e-13 1.56121e+00 4.69219e+14 1.38688e+04 1.17468e-03
1.00000e-13 1.56121e+00 5.44757e+14 1.61009e+04 1.01174e-03
1.00000e-13 1.56121e+00 6.32456e+14 1.86924e+04 8.71391e-04
1.00000e-13 1.56121e+00 7.34272e+14 2.17024e+04 7.50557e-04
1.00000e-13 1.56121e+00 8.52480e+14 2.51971e+04 6.46479e-04
1.00000e-13 1.56121e+00 9.89717e+14 2.92546e+04 5.56833e-04
1.00000e-13 1.56121e+00 1.14905e+15 3.39632e+04 4.79663e-04
1.00000e-13 1.56121e+00 1.33403e+15 3.94295e+04 4.13190e-04
1.00000e-13 1.56121e+00 1.54879e+15 4.57756e+04 3.55929e-04
1.00000e-13 1.56121e+00 1.79812e+15 5.31464e+04 3.06563e-04
1.00000e-13 1.56121e+00 2.08760e+15 6.17047e+04 2.64038e-04
1.00000e-13 1.56121e+00 2.42367e+15 7.16412e+04 2.27412e-04
1.00000e-13 1.56121e+00 2.81385e+15 8.31753e+04 1.95852e-04
1.00000e-13 1.56121e+00 3.26684e+15 9.65654e+04 1.68667e-04
1.00000e-13 1.56121e+00 3.79275e+15 1.12111e+05 1.45256e-04
1.00000e-13 1.56121e+00 4.40334e+15 1.30154e+05 1.25082e-04
1.00000e-13 1.56121e+00 5.11221e+15 1.51098e+05 1.07704e-04
1.00000e-13 1.56121e+00 5.93521e+15 1.75412e+05 9.27399e-05
1.00000e-13 1.56121e+00 6.89069e+15 2.03649e+05 7.98527e-05
1.00000e-13 1.56121e+00 8.00000e+15 2.36441e+05 6.87546e-05
1.00000e-13 1.76991e+00 5.00000e+13 1.47748e+03 1.08041e-02
1.00000e-13 1.76991e+00 5.80493e+13 1.71533e+03 9.30592e-03
1.00000e-13 1.76991e+00 6.73944e+13 1.99149e+03 8.01556e-03
1.00000e-13 1.76991e+00 7.82440e+13 2.31213e+03 6.90420e-03
1.00000e-13 1.76991e+00 9.08402e+13 2.68441e+03 5.94694e-03
1.00000e-13 1.76991e+00 1.05464e+14 3.11659e+03 5.12234e-03
1.00000e-13 1.76991e+00 1.22443e+14 3.61830e+03 4.41198e-03
1.00000e-13 1.76991e+00 1.42154e+14 4.20076e+03 3.80012e-03
1.00000e-13 1.76991e+00 1.65039e+14 4.87699e+03 3.27312e-03
1.00000e-13 1.76991e+00 1.91608e+14 5.66207e+03 2.81920e-03
1.00000e-13 1.76991e+00 2.22454e+14 6.57352e+03 2.42823e-03
1.00000e-13 1.76991e+00 2.58266e+14 7.63167e+03 2.09147e-03
1.00000e-13 1.76991e+00 2.99844e+14 8.85999e+03 1.80137e-03
1.00000e-13 1.76991e+00 3.48114e+14 1.02860e+04 1.55151e-03
1.00000e-13 1.76991e+00 4.04156e+14 1.19416e+04 1.33631e-03
1.00000e-13 1.76991e+00 4.69219e+14 1.38647e+04 1.15103e-03
1.00000e-13 1.76991e+00 5.44757e+14 1.60975e+04 9.91436e-04
1.00000e-13 1.76991e+00 6.32456e+14 1.86898e+04 8.53969e-04
1.00000e-13 1.76991e+00 7.34272e+14 2.16975e+04 7.35480e-04
1.00000e-13 1.76991e+00 8.52480e+14 2.51893e+04 6.33432e-04
1.00000e-13 1.76991e+00 9.89717e+14 2.92431e+04 5.45543e-04
1.00000e-13 1.76991e+00 1.14905e+15 3.39508e+04 4.69855e-04
1.00000e-13 1.76991e+00 1.33403e+15 3.94164e+04 4.04669e-04
1.00000e-13 1.76991e+00 1.54879e+15 4.57620e+04 3.48526e-04
1.00000e-13 1.76991e+00 1.79812e+15 5.31302e+04 3.00166e-04
1.00000e-13 1.76991e+00 2.08760e+15 6.16851e+04 2.58516e-04
1.00000e-13 1.76991e+00 2.42367e+15 7.16174e+04 2.22645e-04
1.00000e-13 1.76991e+00 2.81385e+15 8.31450e+04 1.91730e-04
1.00000e-13 1.76991e+00 3.26684e+15 9.65266e+04 1.65102e-04
1.00000e-13 1.76991e+00 3.79275e+15 1.12062e+05 1.42172e-04
1.00000e-13 1.76991e+00 4.40334e+15 1.30104e+05 1.22422e-04
1.00000e-13 1.76991e+00 5.11221e+15 1.51055e+05 1.05413e-04
1.00000e-13 1.76991e+00 5.93521e+15 1.75379e+05 9.07678e-05
1.00000e-13 1.76991e+00 6.89069e+15 2.03613e+05 7.81458e-05
1.00000e-13 1.76991e+00 8.00000e+15 2.36386e+05 6.72714e-05
1.00000e-13 2.00651e+00 5.00000e+13 1.47757e+03 1.06899e-02
1.00000e-13 2.00651e+00 5.80493e+13 1.71543e+03 9.20751e-03
1.00000e-13 2.00651e+00 6.73944e+13 1.99159e+03 7.93064e-03
1.00000e-13 2.00651e+00 7.82440e+13 2.31219e+03 6.83078e-03
1.00000e-13 2.00651e+00 9.08402e+13 2.68441e+03 5.88346e-03
1.00000e-13 2.00651e+00 1.05464e+14 3.11654e+03 5.06749e-03
1.00000e-13 2.00651e+00 1.22443e+14 3.61823e+03 4.36467e-03
1.00000e-13 2.00651e+00 1.42154e+14 4.20068e+03 3.75932e-03
1.00000e-13 2.00651e+00 1.65039e+14 4.87698e+03 3.23798e-03
1.00000e-13 2.00651e+00 1.91608e+14 5.66244e+03 2.78906e-03
1.00000e-13 2.00651e+00 2.22454e+14 6.57441e+03 2.40238e-03
1.00000e-13 2.00651e+00 2.58266e+14 7.63312e+03 2.06926e-03
1.00000e-13 2.00651e+00 2.99844e+14 8.86168e+03 1.78214e-03
1.00000e-13 2.00651e+00 3.48114e+14 1.02880e+04 1.53486e-03
1.00000e-13 2.00651e+00 4.04156e+14 1.19438e+04 1.32189e-03
1.00000e-13 2.00651e+00 4.69219e+14 1.38661e+04 1.13845e-03
1.00000e-13 2.00651e+00 5.44757e+14 1.60977e+04 9.80458e-04
1.00000e-13 2.00651e+00 6.32456e+14 1.86885e+04 8.44394e-04
1.00000e-13 2.00651e+00 7.34272e+14 2.16974e+04 7.27220e-04
1.00000e-13 2.00651e+00 8.52480e+14 2.51907e+04 6.26307e-04
1.00000e-13 2.00651e+00 9.89717e+14 2.92464e+04 5.39340e-04
1.00000e-13 2.00651e+00 1.14905e+15 3.39559e+04 4.64471e-04
1.00000e-13 2.00651e+00 1.33403e+15 3.94238e+04 3.99993e-04
1.00000e-13 2.00651e+00 1.54879e+15 4.57723e+04 3.44466e-04
1.00000e-13 2.00651e+00 1.79812e+15 5.31413e+04 2.96613e-04
1.00000e-13 2.00651e+00 2.08760e+15 6.16963e+04 2.55403e-04
1.00000e-13 2.00651e+00 2.42367e+15 7.16285e+04 2.19919e-04
1.00000e-13 2.00651e+00 2.81385e+15 8.31578e+04 1.89341e-04
1.00000e-13 2.00651e+00 3.26684e+15 9.65421e+04 1.63009e-04
1.00000e-13 2.00651e+00 3.79275e+15 1.12081e+05 1.40339e-04
1.00000e-13 2.00651e+00 4.40334e+15 1.30117e+05 1.20767e-04
1.00000e-13 2.00651e+00 5.11221e+15 1.51055e+05 1.03901e-04
1.00000e-13 2.00651e+00 5.93521e+15 1.75363e+05 8.93912e-05
1.00000e-13 2.00651e+00 6.89069e+15 2.03585e+05 7.69213e-05
1.00000e-13 2.00651e+00 8.00000e+15 2.36354e+05 6.61991e-05
1.00000e-13 2.27474e+00 5.00000e+13 1.47704e+03 1.04038e-02
1.00000e-13 2.27474e+00 5.80493e+13 1.71481e+03 8.96102e-03
1.00000e-13 2.27474e+00 6.73944e+13 1.99085e+03 7.71834e-03
1.00000e-13 2.27474e+00 7.82440e+13 2.31134e+03 6.64798e-03
1.00000e-13 2.27474e+00 9.08402e+13 2.68341e+03 5.72606e-03
1.00000e-13 2.27474e+00 1.05464e+14 3.11538e+03 4.93198e-03
1.00000e-13 2.27474e+00 1.22443e+14 3.61687e+03 4.24801e-03
1.00000e-13 2.27474e+00 1.42154e+14 4.19910e+03 3.65890e-03
1.00000e-13 2.27474e+00 1.65039e+14 4.87502e+03 3.15146e-03
1.00000e-13 2.27474e+00 1.91608e+14 5.65971e+03 2.71433e-03
1.00000e-13 2.27474e+00 2.22454e+14 6.57071e+03 2.33784e-03
1.00000e-13 2.27474e+00 2.58266e+14 7.62844e+03 2.01358e-03
1.00000e-13 2.27474e+00 2.99844e+14 8.85699e+03 1.73438e-03
1.00000e-13 2.27474e+00 3.48114e+14 1.02834e+04 1.49388e-03
1.00000e-13 2.27474e+00 4.04156e+14 1.19395e+04 1.28673e-03
1.00000e-13 2.27474e+00 4.69219e+14 1.38619e+04 1.10826e-03
1.00000e-13 2.27474e+00 5.44757e+14 1.60938e+04 9.54544e-04
1.00000e-13 2.27474e+00 6.32456e+14 1.86850e+04 8.22146e-04
1.00000e-13 2.27474e+00 7.34272e+14 2.16926e+04 7.08075e-04
1.00000e-13 2.27474e+00 8.52480e+14 2.51844e+04 6.09831e-04
1.00000e-13 2.27474e+00 9.89717e+14 2.92381e+04 5.25218e-04
1.00000e-13 2.27474e+00 1.14905e+15 3.39443e+04 4.52305e-04
1.00000e-13 2.27474e+00 1.33403e+15 3.94081e+04 3.89511e-04
1.00000e-13 2.27474e+00 1.54879e+15 4.57513e+04 3.35435e-04
1.00000e-13 2.27474e+00 1.79812e+15 5.31172e+04 2.88865e-04
1.00000e-13 2.27474e+00 2.08760e+15 6.16671e+04 2.48759e-04
1.00000e-13 2.27474e+00 2.42367e+15 7.15961e+04 2.14222e-04
1.00000e-13 2.27474e+00 2.81385e+15 8.31218e+04 1.84454e-04
1.00000e-13 2.27474e+00 3.26684e+15 9.65021e+04 1.58815e-04
1.00000e-13 2.27474e+00 3.79275e+15 1.12036e+05 1.36740e-04
1.00000e-13 2.27474e+00 4.40334e+15 1.30067e+05 1.17716e-04
1.00000e-13 2.27474e+00 5.11221e+15 1.50997e+05 1.01331e-04
1.00000e-13 2.27474e+00 5.93521e+15 1.75295e+05 8.72266e-05
1.00000e-13 2.27474e+00 6.89069e+15 2.03508e+05 7.50728e-05
1.00000e-13 2.27474e+00 8.00000e+15 2.36268e+05 6.46049e-05
1.00000e-13 2.57883e+00 5.00000e+13 1.47726e+03 1.02750e-02
1.00000e-13 2.57883e+00 5.80493e+13 1.71507e+03 8.85008e-03
1.00000e-13 2.57883e+00 6.73944e+13 1.99116e+03 7.62274e-03
1.00000e-13 2.57883e+00 7.82440e+13 2.31170e+03 6.56559e-03
1.00000e-13 2.57883e+00 9.08402e+13 2.68384e+03 5.65505e-03
1.00000e-13 2.57883e+00 1.05464e+14 3.11587e+03 4.87075e-03
1.00000e-13 2.57883e+00 1.22443e+14 3.61743e+03 4.19516e-03
1.00000e-13 2.57883e+00 1.42154e+14 4.19971e+03 3.61328e-03
1.00000e-13 2.57883e+00 1.65039e+14 4.87582e+03 3.11215e-03
1.00000e-13 2.57883e+00 1.91608e+14 5.66104e+03 2.68064e-03
1.00000e-13 2.57883e+00 2.22454e+14 6.57271e+03 2.30897e-03
1.00000e-13 2.57883e+00 2.58266e+14 7.63107e+03 1.98878e-03
1.00000e-13 2.57883e+00 2.99844e+14 8.85918e+03 1.71282e-03
1.00000e-13 2.57883e+00 3.48114e+14 1.02841e+04 1.47515e-03
1.00000e-13 2.57883e+00 4.04156e+14 1.19393e+04 1.27046e-03
1.00000e-13 2.57883e+00 4.69219e+14 1.38615e+04 1.09419e-03
1.00000e-13 2.57883e+00 5.44757e+14 1.60932e+04 9.42370e-04
1.00000e-13 2.57883e+00 6.32456e+14 1.86841e+04 8.11618e-04
1.00000e-13 2.57883e+00 7.34272e+14 2.16929e+04 6.98986e-04
1.00000e-13 2.57883e+00 8.52480e+14 2.51861e+04 6.01985e-04
1.00000e-13 2.57883e+00 9.89717e+14 2.92418e+04 5.18446e-04
1.00000e-13 2.57883e+00 1.14905e+15 3.39494e+04 4.46449e-04
1.00000e-13 2.57883e+00 1.33403e+15 3.94147e+04 3.84448e-04
1.00000e-13 2.57883e+00 1.54879e+15 4.57599e+04 3.31058e-04
1.00000e-13 2.57883e+00 1.79812e+15 5.31258e+04 2.85059e-04
1.00000e-13 2.57883e+00 2.08760e+15 6.16772e+04 2.45449e-04
1.00000e-13 2.57883e+00 2.42367e+15 7.16051e+04 2.11343e-04
1.00000e-13 2.57883e+00 2.81385e+15 8.31328e+04 1.81950e-04
1.00000e-13 2.57883e+00 3.26684e+15 9.65169e+04 1.56638e-04
1.00000e-13 2.57883e+00 3.79275e+15 1.12056e+05 1.34859e-04
1.00000e-13 2.57883e+00 4.40334e+15 1.30092e+05 1.16066e-04
1.00000e-13 2.57883e+00 5.11221e+15 1.51029e+05 9.98915e-05
1.00000e-13 2.57883e+00 5.93521e+15 1.75335e+05 8.59712e-05
1.00000e-13 2.57883e+00 6.89069e+15 2.03552e+05 7.39744e-05
1.00000e-13 2.57883e+00 8.00000e+15 2.36310e+05 6.36421e-05
1.00000e-13 2.92356e+00 5.00000e+13 1.47732e+03 1.01133e-02
1.00000e-13 2.92356e+00 5.80493e+13 1.71513e+03 8.71074e-03
1.00000e-13 2.92356e+00 6.73944e+13 1.99125e+03 7.50271e-03
1.00000e-13 2.92356e+00 7.82440e+13 2.31186e+03 6.46228e-03
1.00000e-13 2.92356e+00 9.08402e+13 2.68408e+03 5.56613e-03
1.00000e-13 2.92356e+00 1.05464e+14 3.11620e+03 4.79417e-03
1.00000e-13 2.92356e+00 1.22443e+14 3.61781e+03 4.12914e-03
1.00000e-13 2.92356e+00 1.42154e+14 4.20017e+03 3.55636e-03
1.00000e-13 2.92356e+00 1.65039e+14 4.87630e+03 3.06303e-03
1.00000e-13 2.92356e+00 1.91608e+14 5.66136e+03 2.63812e-03
1.00000e-13 2.92356e+00 2.22454e+14 6.57281e+03 2.27216e-03
1.00000e-13 2.92356e+00 2.58266e+14 7.63096e+03 1.95693e-03
1.00000e-13 2.92356e+00 2.99844e+14 8.85925e+03 1.68536e-03
1.00000e-13 2.92356e+00 3.48114e+14 1.02852e+04 1.45147e-03
1.00000e-13 2.92356e+00 4.04156e+14 1.19408e+04 1.25003e-03
1.00000e-13 2.92356e+00 4.69219e+14 1.38631e+04 1.07651e-03
1.00000e-13 2.92356e+00 5.44757e+14 1.60949e+04 9.27083e-04
1.00000e-13 2.92356e+00 6.32456e+14 1.86860e+04 7.98394e-04
1.00000e-13 2.92356e+00 7.34272e+14 2.16937e+04 6.87498e-04
1.00000e-13 2.92356e+00 8.52480e+14 2.51855e+04 5.92005e-04
1.00000e-13 2.92356e+00 9.89717e+14 2.92394e+04 5.09777e-04
1.00000e-13 2.92356e+00 1.14905e+15 3.39472e+04 4.38943e-04
1.00000e-13 2.92356e+00 1.33403e+15 3.94132e+04 3.77950e-04
1.00000e-13 2.92356e+00 1.54879e+15 4.57592e+04 3.25433e-04
1.00000e-13 2.92356e+00 1.79812e+15 5.31263e+04 2.80175e-04
1.00000e-13 2.92356e+00 2.08760e+15 6.16792e+04 2.41205e-04
1.00000e-13 2.92356e+00 2.42367e+15 7.16091e+04 2.07656e-04
1.00000e-13 2.92356e+00 2.81385e+15 8.31398e+04 1.78745e-04
1.00000e-13 2.92356e+00 3.26684e+15 9.65225e+04 1.53851e-04
1.00000e-13 2.92356e+00 3.79275e+15 1.12059e+05 1.32425e-04
1.00000e-13 2.92356e+00 4.40334e+15 1.30097e+05 1.13965e-04
1.00000e-13 2.92356e+00 5.11221e+15 1.51039e+05 9.80705e-05
1.00000e-13 2.92356e+00 5.93521e+15 1.75352e+05 8.43932e-05
1.00000e-13 2.92356e+00 6.89069e+15 2.03576e+05 7.26061e-05
1.00000e-13 2.92356e+00 8.00000e+15 2.36340e+05 6.24552e-05
1.00000e-13 3.31438e+00 5.00000e+13 1.47703e+03 9.74134e-03
1.00000e-13 3.31438e+00 5.80493e+13 1.71488e+03 8.39086e-03
1.00000e-13 3.31438e+00 6.73944e+13 1.99099e+03 7.22738e-03
1.00000e-13 3.31438e+00 7.82440e+13 2.31146e+03 6.22499e-03
1.00000e-13 3.31438e+00 9.08402e+13 2.68352e+03 5.36162e-03
1.00000e-13 3.31438e+00 1.05464e+14 3.11546e+03 4.61798e-03
1.00000e-13 3.31438e+00 1.22443e+14 3.61690e+03 3.97745e-03
1.00000e-13 3.31438e+00 1.42154e+14 4.19905e+03 3.42576e-03
