# LS220 with Mdot = 1e-5
# eps       mAp [MeV]   r [cm]      t_stop [s]  efficiency
3.30000e-14 1.37712e+00 6.73944e+13 1.99293e+03 8.39489e-02
3.30000e-14 1.37712e+00 7.82440e+13 2.31375e+03 7.23081e-02
3.30000e-14 1.37712e+00 9.08402e+13 2.68622e+03 6.22815e-02
3.30000e-14 1.37712e+00 1.05464e+14 3.11866e+03 5.36453e-02
3.30000e-14 1.37712e+00 1.22443e+14 3.62072e+03 4.62067e-02
3.30000e-14 1.37712e+00 1.42154e+14 4.20361e+03 3.97995e-02
3.30000e-14 1.37712e+00 1.65039e+14 4.88033e+03 3.42807e-02
3.30000e-14 1.37712e+00 1.91608e+14 5.66599e+03 2.95271e-02
3.30000e-14 1.37712e+00 2.22454e+14 6.57813e+03 2.54326e-02
3.30000e-14 1.37712e+00 2.58266e+14 7.63712e+03 2.19060e-02
3.30000e-14 1.37712e+00 2.99844e+14 8.86659e+03 1.88685e-02
3.30000e-14 1.37712e+00 3.48114e+14 1.02940e+04 1.62521e-02
3.30000e-14 1.37712e+00 4.04156e+14 1.19511e+04 1.39985e-02
3.30000e-14 1.37712e+00 4.69219e+14 1.38751e+04 1.20573e-02
3.30000e-14 1.37712e+00 5.44757e+14 1.61087e+04 1.03853e-02
3.30000e-14 1.37712e+00 6.32456e+14 1.87019e+04 8.94521e-03
3.30000e-14 1.37712e+00 7.34272e+14 2.17127e+04 7.70482e-03
3.30000e-14 1.37712e+00 8.52480e+14 2.52081e+04 6.63643e-03
3.30000e-14 1.37712e+00 9.89717e+14 2.92662e+04 5.71616e-03
3.30000e-14 1.37712e+00 1.14905e+15 3.39774e+04 4.92349e-03
3.30000e-14 1.37712e+00 1.33403e+15 3.94471e+04 4.24074e-03
3.30000e-14 1.37712e+00 1.54879e+15 4.57982e+04 3.65275e-03
3.30000e-14 1.37712e+00 1.79812e+15 5.31734e+04 3.14638e-03
3.30000e-14 1.37712e+00 2.08760e+15 6.17363e+04 2.71020e-03
3.30000e-14 1.37712e+00 2.42367e+15 7.16766e+04 2.33444e-03
3.30000e-14 1.37712e+00 2.81385e+15 8.32141e+04 2.01066e-03
3.30000e-14 1.37712e+00 3.26684e+15 9.66087e+04 1.73179e-03
3.30000e-14 1.37712e+00 3.79275e+15 1.12159e+05 1.49160e-03
3.30000e-14 1.37712e+00 4.40334e+15 1.30213e+05 1.28472e-03
3.30000e-14 1.37712e+00 5.11221e+15 1.51172e+05 1.10653e-03
3.30000e-14 1.37712e+00 5.93521e+15 1.75506e+05 9.53063e-04
3.30000e-14 1.37712e+00 6.89069e+15 2.03759e+05 8.20882e-04
3.30000e-14 1.37712e+00 8.00000e+15 2.36562e+05 7.07033e-04
3.30000e-14 1.56121e+00 5.00000e+13 1.47774e+03 1.10245e-01
3.30000e-14 1.56121e+00 5.80493e+13 1.71563e+03 9.49574e-02
3.30000e-14 1.56121e+00 6.73944e+13 1.99182e+03 8.17903e-02
3.30000e-14 1.56121e+00 7.82440e+13 2.31248e+03 7.04490e-02
3.30000e-14 1.56121e+00 9.08402e+13 2.68476e+03 6.06803e-02
3.30000e-14 1.56121e+00 1.05464e+14 3.11696e+03 5.22661e-02
3.30000e-14 1.56121e+00 1.22443e+14 3.61875e+03 4.50187e-02
3.30000e-14 1.56121e+00 1.42154e+14 4.20132e+03 3.87763e-02
3.30000e-14 1.56121e+00 1.65039e+14 4.87767e+03 3.33994e-02
3.30000e-14 1.56121e+00 1.91608e+14 5.66291e+03 2.87681e-02
3.30000e-14 1.56121e+00 2.22454e+14 6.57455e+03 2.47789e-02
3.30000e-14 1.56121e+00 2.58266e+14 7.63296e+03 2.13429e-02
3.30000e-14 1.56121e+00 2.99844e+14 8.86176e+03 1.83834e-02
3.30000e-14 1.56121e+00 3.48114e+14 1.02884e+04 1.58342e-02
3.30000e-14 1.56121e+00 4.04156e+14 1.19446e+04 1.36385e-02
3.30000e-14 1.56121e+00 4.69219e+14 1.38674e+04 1.17472e-02
3.30000e-14 1.56121e+00 5.44757e+14 1.60997e+04 1.01182e-02
3.30000e-14 1.56121e+00 6.32456e+14 1.86920e+04 8.71537e-03
3.30000e-14 1.56121e+00 7.34272e+14 2.17020e+04 7.50716e-03
3.30000e-14 1.56121e+00 8.52480e+14 2.51967e+04 6.46644e-03
3.30000e-14 1.56121e+00 9.89717e+14 2.92541e+04 5.56996e-03
3.30000e-14 1.56121e+00 1.14905e+15 3.39647e+04 4.79774e-03
3.30000e-14 1.56121e+00 1.33403e+15 3.94337e+04 4.13258e-03
3.30000e-14 1.56121e+00 1.54879e+15 4.57826e+04 3.55956e-03
3.30000e-14 1.56121e+00 1.79812e+15 5.31522e+04 3.06590e-03
3.30000e-14 1.56121e+00 2.08760e+15 6.17082e+04 2.64071e-03
3.30000e-14 1.56121e+00 2.42367e+15 7.16415e+04 2.27449e-03
3.30000e-14 1.56121e+00 2.81385e+15 8.31740e+04 1.95905e-03
3.30000e-14 1.56121e+00 3.26684e+15 9.65629e+04 1.68736e-03
3.30000e-14 1.56121e+00 3.79275e+15 1.12106e+05 1.45334e-03
3.30000e-14 1.56121e+00 4.40334e+15 1.30150e+05 1.25173e-03
3.30000e-14 1.56121e+00 5.11221e+15 1.51097e+05 1.07809e-03
3.30000e-14 1.56121e+00 5.93521e+15 1.75417e+05 9.28553e-04
3.30000e-14 1.56121e+00 6.89069e+15 2.03665e+05 7.99793e-04
3.30000e-14 1.56121e+00 8.00000e+15 2.36461e+05 6.88887e-04
3.30000e-14 1.76991e+00 5.00000e+13 1.47750e+03 1.08045e-01
3.30000e-14 1.76991e+00 5.80493e+13 1.71536e+03 9.30632e-02
3.30000e-14 1.76991e+00 6.73944e+13 1.99151e+03 8.01587e-02
3.30000e-14 1.76991e+00 7.82440e+13 2.31211e+03 6.90436e-02
3.30000e-14 1.76991e+00 9.08402e+13 2.68433e+03 5.94698e-02
3.30000e-14 1.76991e+00 1.05464e+14 3.11647e+03 5.12235e-02
3.30000e-14 1.76991e+00 1.22443e+14 3.61818e+03 4.41206e-02
3.30000e-14 1.76991e+00 1.42154e+14 4.20065e+03 3.80026e-02
3.30000e-14 1.76991e+00 1.65039e+14 4.87690e+03 3.27330e-02
3.30000e-14 1.76991e+00 1.91608e+14 5.66200e+03 2.81940e-02
3.30000e-14 1.76991e+00 2.22454e+14 6.57350e+03 2.42845e-02
3.30000e-14 1.76991e+00 2.58266e+14 7.63173e+03 2.09169e-02
3.30000e-14 1.76991e+00 2.99844e+14 8.86033e+03 1.80165e-02
3.30000e-14 1.76991e+00 3.48114e+14 1.02867e+04 1.55182e-02
3.30000e-14 1.76991e+00 4.04156e+14 1.19427e+04 1.33663e-02
3.30000e-14 1.76991e+00 4.69219e+14 1.38653e+04 1.15128e-02
3.30000e-14 1.76991e+00 5.44757e+14 1.60973e+04 9.91638e-03
3.30000e-14 1.76991e+00 6.32456e+14 1.86889e+04 8.54138e-03
3.30000e-14 1.76991e+00 7.34272e+14 2.16980e+04 7.35713e-03
3.30000e-14 1.76991e+00 8.52480e+14 2.51916e+04 6.33708e-03
3.30000e-14 1.76991e+00 9.89717e+14 2.92473e+04 5.45835e-03
3.30000e-14 1.76991e+00 1.14905e+15 3.39554e+04 4.70139e-03
3.30000e-14 1.76991e+00 1.33403e+15 3.94215e+04 4.04940e-03
3.30000e-14 1.76991e+00 1.54879e+15 4.57675e+04 3.48782e-03
3.30000e-14 1.76991e+00 1.79812e+15 5.31350e+04 3.00413e-03
3.30000e-14 1.76991e+00 2.08760e+15 6.16884e+04 2.58752e-03
3.30000e-14 1.76991e+00 2.42367e+15 7.16182e+04 2.22866e-03
3.30000e-14 1.76991e+00 2.81385e+15 8.31452e+04 1.91953e-03
3.30000e-14 1.76991e+00 3.26684e+15 9.65275e+04 1.65328e-03
3.30000e-14 1.76991e+00 3.79275e+15 1.12066e+05 1.42398e-03
3.30000e-14 1.76991e+00 4.40334e+15 1.30113e+05 1.22654e-03
3.30000e-14 1.76991e+00 5.11221e+15 1.51066e+05 1.05648e-03
3.30000e-14 1.76991e+00 5.93521e+15 1.75391e+05 9.09976e-04
3.30000e-14 1.76991e+00 6.89069e+15 2.03617e+05 7.83716e-04
3.30000e-14 1.76991e+00 8.00000e+15 2.36385e+05 6.74975e-04
3.30000e-14 2.00651e+00 5.00000e+13 1.47759e+03 1.06906e-01
3.30000e-14 2.00651e+00 5.80493e+13 1.71546e+03 9.20819e-02
3.30000e-14 2.00651e+00 6.73944e+13 1.99162e+03 7.93135e-02
3.30000e-14 2.00651e+00 7.82440e+13 2.31225e+03 6.83156e-02
3.30000e-14 2.00651e+00 9.08402e+13 2.68449e+03 5.88428e-02
3.30000e-14 2.00651e+00 1.05464e+14 3.11665e+03 5.06833e-02
3.30000e-14 2.00651e+00 1.22443e+14 3.61838e+03 4.36552e-02
3.30000e-14 2.00651e+00 1.42154e+14 4.20089e+03 3.76017e-02
3.30000e-14 2.00651e+00 1.65039e+14 4.87717e+03 3.23875e-02
3.30000e-14 2.00651e+00 1.91608e+14 5.66232e+03 2.78963e-02
3.30000e-14 2.00651e+00 2.22454e+14 6.57386e+03 2.40279e-02
3.30000e-14 2.00651e+00 2.58266e+14 7.63215e+03 2.06960e-02
3.30000e-14 2.00651e+00 2.99844e+14 8.86082e+03 1.78261e-02
3.30000e-14 2.00651e+00 3.48114e+14 1.02873e+04 1.53542e-02
3.30000e-14 2.00651e+00 4.04156e+14 1.19434e+04 1.32250e-02
3.30000e-14 2.00651e+00 4.69219e+14 1.38661e+04 1.13911e-02
3.30000e-14 2.00651e+00 5.44757e+14 1.60983e+04 9.81151e-03
3.30000e-14 2.00651e+00 6.32456e+14 1.86898e+04 8.45086e-03
3.30000e-14 2.00651e+00 7.34272e+14 2.16985e+04 7.27885e-03
3.30000e-14 2.00651e+00 8.52480e+14 2.51915e+04 6.26939e-03
3.30000e-14 2.00651e+00 9.89717e+14 2.92468e+04 5.39989e-03
3.30000e-14 2.00651e+00 1.14905e+15 3.39548e+04 4.65097e-03
3.30000e-14 2.00651e+00 1.33403e+15 3.94207e+04 4.00591e-03
3.30000e-14 2.00651e+00 1.54879e+15 4.57679e+04 3.45040e-03
3.30000e-14 2.00651e+00 1.79812e+15 5.31390e+04 2.97203e-03
3.30000e-14 2.00651e+00 2.08760e+15 6.16973e+04 2.55998e-03
3.30000e-14 2.00651e+00 2.42367e+15 7.16318e+04 2.20496e-03
3.30000e-14 2.00651e+00 2.81385e+15 8.31610e+04 1.89902e-03
3.30000e-14 2.00651e+00 3.26684e+15 9.65459e+04 1.63553e-03
3.30000e-14 2.00651e+00 3.79275e+15 1.12085e+05 1.40858e-03
3.30000e-14 2.00651e+00 4.40334e+15 1.30124e+05 1.21311e-03
3.30000e-14 2.00651e+00 5.11221e+15 1.51066e+05 1.04476e-03
3.30000e-14 2.00651e+00 5.93521e+15 1.75381e+05 8.99770e-04
3.30000e-14 2.00651e+00 6.89069e+15 2.03617e+05 7.74913e-04
3.30000e-14 2.00651e+00 8.00000e+15 2.36400e+05 6.67382e-04
3.30000e-14 2.27474e+00 5.00000e+13 1.47712e+03 1.04048e-01
3.30000e-14 2.27474e+00 5.80493e+13 1.71491e+03 8.96199e-02
3.30000e-14 2.27474e+00 6.73944e+13 1.99099e+03 7.71929e-02
3.30000e-14 2.27474e+00 7.82440e+13 2.31151e+03 6.64891e-02
3.30000e-14 2.27474e+00 9.08402e+13 2.68364e+03 5.72695e-02
3.30000e-14 2.27474e+00 1.05464e+14 3.11563e+03 4.93277e-02
3.30000e-14 2.27474e+00 1.22443e+14 3.61717e+03 4.24871e-02
3.30000e-14 2.27474e+00 1.42154e+14 4.19944e+03 3.65952e-02
3.30000e-14 2.27474e+00 1.65039e+14 4.87548e+03 3.15207e-02
3.30000e-14 2.27474e+00 1.91608e+14 5.66036e+03 2.71500e-02
3.30000e-14 2.27474e+00 2.22454e+14 6.57160e+03 2.33852e-02
3.30000e-14 2.27474e+00 2.58266e+14 7.62952e+03 2.01424e-02
3.30000e-14 2.27474e+00 2.99844e+14 8.85774e+03 1.73492e-02
3.30000e-14 2.27474e+00 3.48114e+14 1.02837e+04 1.49434e-02
3.30000e-14 2.27474e+00 4.04156e+14 1.19391e+04 1.28711e-02
3.30000e-14 2.27474e+00 4.69219e+14 1.38611e+04 1.10862e-02
3.30000e-14 2.27474e+00 5.44757e+14 1.60924e+04 9.54884e-03
3.30000e-14 2.27474e+00 6.32456e+14 1.86829e+04 8.22464e-03
3.30000e-14 2.27474e+00 7.34272e+14 2.16905e+04 7.08407e-03
3.30000e-14 2.27474e+00 8.52480e+14 2.51822e+04 6.10167e-03
3.30000e-14 2.27474e+00 9.89717e+14 2.92359e+04 5.25550e-03
3.30000e-14 2.27474e+00 1.14905e+15 3.39421e+04 4.52667e-03
3.30000e-14 2.27474e+00 1.33403e+15 3.94059e+04 3.89891e-03
3.30000e-14 2.27474e+00 1.54879e+15 4.57490e+04 3.35817e-03
3.30000e-14 2.27474e+00 1.79812e+15 5.31128e+04 2.89237e-03
3.30000e-14 2.27474e+00 2.08760e+15 6.16618e+04 2.49118e-03
3.30000e-14 2.27474e+00 2.42367e+15 7.15888e+04 2.14567e-03
3.30000e-14 2.27474e+00 2.81385e+15 8.31181e+04 1.84815e-03
3.30000e-14 2.27474e+00 3.26684e+15 9.65041e+04 1.59188e-03
3.30000e-14 2.27474e+00 3.79275e+15 1.12045e+05 1.37113e-03
3.30000e-14 2.27474e+00 4.40334e+15 1.30086e+05 1.18096e-03
3.30000e-14 2.27474e+00 5.11221e+15 1.51031e+05 1.01715e-03
3.30000e-14 2.27474e+00 5.93521e+15 1.75347e+05 8.76066e-04
3.30000e-14 2.27474e+00 6.89069e+15 2.03572e+05 7.54514e-04
3.30000e-14 2.27474e+00 8.00000e+15 2.36339e+05 6.49826e-04
3.30000e-14 2.57883e+00 5.00000e+13 1.47730e+03 1.02760e-01
3.30000e-14 2.57883e+00 5.80493e+13 1.71511e+03 8.85105e-02
3.30000e-14 2.57883e+00 6.73944e+13 1.99122e+03 7.62370e-02
3.30000e-14 2.57883e+00 7.82440e+13 2.31178e+03 6.56654e-02
3.30000e-14 2.57883e+00 9.08402e+13 2.68394e+03 5.65597e-02
3.30000e-14 2.57883e+00 1.05464e+14 3.11602e+03 4.87169e-02
3.30000e-14 2.57883e+00 1.22443e+14 3.61765e+03 4.19616e-02
3.30000e-14 2.57883e+00 1.42154e+14 4.20004e+03 3.61430e-02
3.30000e-14 2.57883e+00 1.65039e+14 4.87619e+03 3.11312e-02
3.30000e-14 2.57883e+00 1.91608e+14 5.66119e+03 2.68144e-02
3.30000e-14 2.57883e+00 2.22454e+14 6.57256e+03 2.30961e-02
3.30000e-14 2.57883e+00 2.58266e+14 7.63063e+03 1.98934e-02
3.30000e-14 2.57883e+00 2.99844e+14 8.85903e+03 1.71347e-02
3.30000e-14 2.57883e+00 3.48114e+14 1.02852e+04 1.47586e-02
3.30000e-14 2.57883e+00 4.04156e+14 1.19409e+04 1.27119e-02
3.30000e-14 2.57883e+00 4.69219e+14 1.38632e+04 1.09490e-02
3.30000e-14 2.57883e+00 5.44757e+14 1.60949e+04 9.43062e-03
3.30000e-14 2.57883e+00 6.32456e+14 1.86858e+04 8.12276e-03
3.30000e-14 2.57883e+00 7.34272e+14 2.16939e+04 6.99627e-03
3.30000e-14 2.57883e+00 8.52480e+14 2.51862e+04 6.02600e-03
3.30000e-14 2.57883e+00 9.89717e+14 2.92405e+04 5.19023e-03
3.30000e-14 2.57883e+00 1.14905e+15 3.39472e+04 4.47033e-03
3.30000e-14 2.57883e+00 1.33403e+15 3.94116e+04 3.85028e-03
3.30000e-14 2.57883e+00 1.54879e+15 4.57569e+04 3.31631e-03
3.30000e-14 2.57883e+00 1.79812e+15 5.31257e+04 2.85650e-03
3.30000e-14 2.57883e+00 2.08760e+15 6.16813e+04 2.46044e-03
3.30000e-14 2.57883e+00 2.42367e+15 7.16125e+04 2.11921e-03
3.30000e-14 2.57883e+00 2.81385e+15 8.31374e+04 1.82515e-03
3.30000e-14 2.57883e+00 3.26684e+15 9.65098e+04 1.57189e-03
3.30000e-14 2.57883e+00 3.79275e+15 1.12043e+05 1.35378e-03
3.30000e-14 2.57883e+00 4.40334e+15 1.30082e+05 1.16595e-03
3.30000e-14 2.57883e+00 5.11221e+15 1.51025e+05 1.00417e-03
3.30000e-14 2.57883e+00 5.93521e+15 1.75340e+05 8.64843e-04
3.30000e-14 2.57883e+00 6.89069e+15 2.03575e+05 7.44826e-04
3.30000e-14 2.57883e+00 8.00000e+15 2.36357e+05 6.41463e-04
3.30000e-14 2.92356e+00 5.00000e+13 1.47721e+03 1.01137e-01
3.30000e-14 2.92356e+00 5.80493e+13 1.71502e+03 8.71128e-02
3.30000e-14 2.92356e+00 6.73944e+13 1.99111e+03 7.50330e-02
3.30000e-14 2.92356e+00 7.82440e+13 2.31165e+03 6.46282e-02
3.30000e-14 2.92356e+00 9.08402e+13 2.68378e+03 5.56663e-02
3.30000e-14 2.92356e+00 1.05464e+14 3.11595e+03 4.79489e-02
3.30000e-14 2.92356e+00 1.22443e+14 3.61771e+03 4.13015e-02
3.30000e-14 2.92356e+00 1.42154e+14 4.20027e+03 3.55757e-02
3.30000e-14 2.92356e+00 1.65039e+14 4.87648e+03 3.06426e-02
3.30000e-14 2.92356e+00 1.91608e+14 5.66151e+03 2.63934e-02
3.30000e-14 2.92356e+00 2.22454e+14 6.57292e+03 2.27334e-02
3.30000e-14 2.92356e+00 2.58266e+14 7.63105e+03 1.95808e-02
3.30000e-14 2.92356e+00 2.99844e+14 8.85951e+03 1.68655e-02
3.30000e-14 2.92356e+00 3.48114e+14 1.02857e+04 1.45266e-02
3.30000e-14 2.92356e+00 4.04156e+14 1.19415e+04 1.25120e-02
3.30000e-14 2.92356e+00 4.69219e+14 1.38638e+04 1.07767e-02
3.30000e-14 2.92356e+00 5.44757e+14 1.60955e+04 9.28212e-03
3.30000e-14 2.92356e+00 6.32456e+14 1.86867e+04 7.99487e-03
3.30000e-14 2.92356e+00 7.34272e+14 2.16954e+04 6.88619e-03
3.30000e-14 2.92356e+00 8.52480e+14 2.51885e+04 5.93125e-03
3.30000e-14 2.92356e+00 9.89717e+14 2.92436e+04 5.10862e-03
3.30000e-14 2.92356e+00 1.14905e+15 3.39509e+04 4.39997e-03
3.30000e-14 2.92356e+00 1.33403e+15 3.94159e+04 3.78962e-03
3.30000e-14 2.92356e+00 1.54879e+15 4.57611e+04 3.26393e-03
3.30000e-14 2.92356e+00 1.79812e+15 5.31284e+04 2.81115e-03
3.30000e-14 2.92356e+00 2.08760e+15 6.16818e+04 2.42119e-03
3.30000e-14 2.92356e+00 2.42367e+15 7.16116e+04 2.08527e-03
3.30000e-14 2.92356e+00 2.81385e+15 8.31383e+04 1.79588e-03
3.30000e-14 2.92356e+00 3.26684e+15 9.65204e+04 1.54665e-03
3.30000e-14 2.92356e+00 3.79275e+15 1.12057e+05 1.33200e-03
3.30000e-14 2.92356e+00 4.40334e+15 1.30097e+05 1.14710e-03
3.30000e-14 2.92356e+00 5.11221e+15 1.51041e+05 9.87875e-04
3.30000e-14 2.92356e+00 5.93521e+15 1.75356e+05 8.50735e-04
3.30000e-14 2.92356e+00 6.89069e+15 2.03581e+05 7.32569e-04
3.30000e-14 2.92356e+00 8.00000e+15 2.36350e+05 6.30816e-04
3.30000e-14 3.31438e+00 5.00000e+13 1.47685e+03 9.74089e-02
3.30000e-14 3.31438e+00 5.80493e+13 1.71461e+03 8.39018e-02
3.30000e-14 3.31438e+00 6.73944e+13 1.99063e+03 7.22673e-02
3.30000e-14 3.31438e+00 7.82440e+13 2.31109e+03 6.22461e-02
3.30000e-14 3.31438e+00 9.08402e+13 2.68313e+03 5.36146e-02
3.30000e-14 3.31438e+00 1.05464e+14 3.11507e+03 4.61800e-02
3.30000e-14 3.31438e+00 1.22443e+14 3.61656e+03 3.97764e-02
3.30000e-14 3.31438e+00 1.42154e+14 4.19877e+03 3.42607e-02
3.30000e-14 3.31438e+00 1.65039e+14 4.87470e+03 2.95098e-02
3.30000e-14 3.31438e+00 1.91608e+14 5.65945e+03 2.54177e-02
3.30000e-14 3.31438e+00 2.22454e+14 6.57053e+03 2.18930e-02
3.30000e-14 3.31438e+00 2.58266e+14 7.62841e+03 1.88574e-02
3.30000e-14 3.31438e+00 2.99844e+14 8.85668e+03 1.62429e-02
3.30000e-14 3.31438e+00 3.48114e+14 1.02827e+04 1.39908e-02
3.30000e-14 3.31438e+00 4.04156e+14 1.19385e+04 1.20511e-02
3.30000e-14 3.31438e+00 4.69219e+14 1.38611e+04 1.03804e-02
3.30000e-14 3.31438e+00 5.44757e+14 1.60932e+04 8.94134e-03
3.30000e-14 3.31438e+00 6.32456e+14 1.86841e+04 7.70146e-03
3.30000e-14 3.31438e+00 7.34272e+14 2.16916e+04 6.63331e-03
3.30000e-14 3.31438e+00 8.52480e+14 2.51832e+04 5.71332e-03
3.30000e-14 3.31438e+00 9.89717e+14 2.92366e+04 4.92089e-03
3.30000e-14 3.31438e+00 1.14905e+15 3.39423e+04 4.23834e-03
3.30000e-14 3.31438e+00 1.33403e+15 3.94054e+04 3.65046e-03
3.30000e-14 3.31438e+00 1.54879e+15 4.57491e+04 3.14419e-03
3.30000e-14 3.31438e+00 1.79812e+15 5.31163e+04 2.70820e-03
3.30000e-14 3.31438e+00 2.08760e+15 6.16698e+04 2.33267e-03
3.30000e-14 3.31438e+00 2.42367e+15 7.15986e+04 2.00914e-03
3.30000e-14 3.31438e+00 2.81385e+15 8.31207e+04 1.73036e-03
3.30000e-14 3.31438e+00 3.26684e+15 9.64970e+04 1.49026e-03
3.30000e-14 3.31438e+00 3.79275e+15 1.12028e+05 1.28349e-03
3.30000e-14 3.31438e+00 4.40334e+15 1.30068e+05 1.10545e-03
3.30000e-14 3.31438e+00 5.11221e+15 1.51012e+05 9.52110e-04
3.30000e-14 3.31438e+00 5.93521e+15 1.75328e+05 8.20024e-04
3.30000e-14 3.31438e+00 6.89069e+15 2.03551e+05 7.06198e-04
3.30000e-14 3.31438e+00 8.00000e+15 2.36317e+05 6.08172e-04
3.30000e-14 3.75744e+00 5.00000e+13 1.47497e+03 9.21285e-02
3.30000e-14 3.75744e+00 5.80493e+13 1.71241e+03 7.93525e-02
3.30000e-14 3.75744e+00 6.73944e+13 1.98809e+03 6.83489e-02
3.30000e-14 3.75744e+00 7.82440e+13 2.30814e+03 5.88711e-02
3.30000e-14 3.75744e+00 9.08402e+13 2.67971e+03 5.07075e-02
3.30000e-14 3.75744e+00 1.05464e+14 3.11110e+03 4.36759e-02
3.30000e-14 3.75744e+00 1.22443e+14 3.61193e+03 3.76193e-02
3.30000e-14 3.75744e+00 1.42154e+14 4.19339e+03 3.24025e-02
3.30000e-14 3.75744e+00 1.65039e+14 4.86844e+03 2.79090e-02
3.30000e-14 3.75744e+00 1.91608e+14 5.65216e+03 2.40385e-02
3.30000e-14 3.75744e+00 2.22454e+14 6.56205e+03 2.07048e-02
3.30000e-14 3.75744e+00 2.58266e+14 7.61839e+03 1.78333e-02
3.30000e-14 3.75744e+00 2.99844e+14 8.84478e+03 1.53601e-02
3.30000e-14 3.75744e+00 3.48114e+14 1.02686e+04 1.32299e-02
3.30000e-14 3.75744e+00 4.04156e+14 1.19220e+04 1.13954e-02
3.30000e-14 3.75744e+00 4.69219e+14 1.38420e+04 9.81545e-03
3.30000e-14 3.75744e+00 5.44757e+14 1.60712e+04 8.45455e-03
3.30000e-14 3.75744e+00 6.32456e+14 1.86586e+04 7.28198e-03
3.30000e-14 3.75744e+00 7.34272e+14 2.16620e+04 6.27190e-03
3.30000e-14 3.75744e+00 8.52480e+14 2.51489e+04 5.40186e-03
3.30000e-14 3.75744e+00 9.89717e+14 2.91975e+04 4.65249e-03
3.30000e-14 3.75744e+00 1.14905e+15 3.38985e+04 4.00706e-03
3.30000e-14 3.75744e+00 1.33403e+15 3.93563e+04 3.45117e-03
3.30000e-14 3.75744e+00 1.54879e+15 4.56917e+04 2.97229e-03
3.30000e-14 3.75744e+00 1.79812e+15 5.30453e+04 2.55972e-03
3.30000e-14 3.75744e+00 2.08760e+15 6.15824e+04 2.20441e-03
3.30000e-14 3.75744e+00 2.42367e+15 7.14941e+04 1.89841e-03
3.30000e-14 3.75744e+00 2.81385e+15 8.30027e+04 1.63484e-03
3.30000e-14 3.75744e+00 3.26684e+15 9.63638e+04 1.40787e-03
3.30000e-14 3.75744e+00 3.79275e+15 1.11876e+05 1.21239e-03
3.30000e-14 3.75744e+00 4.40334e+15 1.29888e+05 1.04399e-03
3.30000e-14 3.75744e+00 5.11221e+15 1.50800e+05 8.98982e-04
3.30000e-14 3.75744e+00 5.93521e+15 1.75079e+05 7.74105e-04
3.30000e-14 3.75744e+00 6.89069e+15 2.03303e+05 6.66523e-04
3.30000e-14 3.75744e+00 8.00000e+15 2.36038e+05 5.73893e-04
3.30000e-14 4.25973e+00 5.00000e+13 1.47253e+03 8.55425e-02
3.30000e-14 4.25973e+00 5.80493e+13 1.70959e+03 7.36809e-02
3.30000e-14 4.25973e+00 6.73944e+13 1.98480e+03 6.34640e-02
3.30000e-14 4.25973e+00 7.82440e+13 2.30432e+03 5.46638e-02
3.30000e-14 4.25973e+00 9.08402e+13 2.67528e+03 4.70839e-02
3.30000e-14 4.25973e+00 1.05464e+14 3.10594e+03 4.05547e-02
3.30000e-14 4.25973e+00 1.22443e+14 3.60592e+03 3.49309e-02
3.30000e-14 4.25973e+00 1.42154e+14 4.18638e+03 3.00869e-02
3.30000e-14 4.25973e+00 1.65039e+14 4.86030e+03 2.59148e-02
3.30000e-14 4.25973e+00 1.91608e+14 5.64271e+03 2.23211e-02
3.30000e-14 4.25973e+00 2.22454e+14 6.55107e+03 1.92258e-02
3.30000e-14 4.25973e+00 2.58266e+14 7.60563e+03 1.65596e-02
3.30000e-14 4.25973e+00 2.99844e+14 8.82993e+03 1.42630e-02
3.30000e-14 4.25973e+00 3.48114e+14 1.02513e+04 1.22850e-02
3.30000e-14 4.25973e+00 4.04156e+14 1.19014e+04 1.05812e-02
3.30000e-14 4.25973e+00 4.69219e+14 1.38172e+04 9.11372e-03
3.30000e-14 4.25973e+00 5.44757e+14 1.60413e+04 7.84975e-03
3.30000e-14 4.25973e+00 6.32456e+14 1.86242e+04 6.76136e-03
3.30000e-14 4.25973e+00 7.34272e+14 2.16237e+04 5.82405e-03
3.30000e-14 4.25973e+00 8.52480e+14 2.51064e+04 5.01668e-03
3.30000e-14 4.25973e+00 9.89717e+14 2.91483e+04 4.32097e-03
3.30000e-14 4.25973e+00 1.14905e+15 3.38391e+04 3.72152e-03
3.30000e-14 4.25973e+00 1.33403e+15 3.92848e+04 3.20524e-03
3.30000e-14 4.25973e+00 1.54879e+15 4.56081e+04 2.76062e-03
3.30000e-14 4.25973e+00 1.79812e+15 5.29514e+04 2.37774e-03
3.30000e-14 4.25973e+00 2.08760e+15 6.14769e+04 2.04796e-03
3.30000e-14 4.25973e+00 2.42367e+15 7.13740e+04 1.76388e-03
3.30000e-14 4.25973e+00 2.81385e+15 8.28615e+04 1.51913e-03
3.30000e-14 4.25973e+00 3.26684e+15 9.61980e+04 1.30835e-03
3.30000e-14 4.25973e+00 3.79275e+15 1.11682e+05 1.12681e-03
3.30000e-14 4.25973e+00 4.40334e+15 1.29663e+05 9.70457e-04
3.30000e-14 4.25973e+00 5.11221e+15 1.50539e+05 8.35800e-04
3.30000e-14 4.25973e+00 5.93521e+15 1.74776e+05 7.19817e-04
3.30000e-14 4.25973e+00 6.89069e+15 2.02909e+05 6.19878e-04
3.30000e-14 4.25973e+00 8.00000e+15 2.35571e+05 5.33815e-04
