# mAp[MeV],  epsilon,  log10(r[cm]),  T: dQ/dr/dt[erg/cm/s],   L: dQ/dr/dt[erg/cm/s]
1.0 1e-11 12.0 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 12.2 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 12.4 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 12.6 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 12.8 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 13.0 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 13.2 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 13.4 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 13.6 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 13.8 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 14.0 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 14.2 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 14.4 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 14.6 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 14.8 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 15.0 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 15.2 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 15.4 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 15.6 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 15.8 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 16.0 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 16.2 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 16.4 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 16.6 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 16.8 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 17.0 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 17.2 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 17.4 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 17.6 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 17.8 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 18.0 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 18.2 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 18.4 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 18.6 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 18.8 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 19.0 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 19.2 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 19.4 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 19.6 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 19.8 4.188790204782328e-273 4.188790204782328e-273
1.0 1e-11 20.0 4.188790204782328e-273 4.188790204782328e-273
1.0715 1e-11 12.0 3.323135782564568e+32 4.056180886746259e+32
1.0715 1e-11 12.2 3.319731244892368e+32 4.053727115713291e+32
1.0715 1e-11 12.4 3.3143777938445764e+32 4.049861346767303e+32
1.0715 1e-11 12.6 3.305988380736706e+32 4.043787184503863e+32
1.0715 1e-11 12.8 3.292903543574599e+32 4.012324876605281e+32
1.0715 1e-11 13.0 3.272628578953375e+32 3.9984537245292226e+32
1.0715 1e-11 13.2 3.241492372416613e+32 3.9768535228875614e+32
1.0715 1e-11 13.4 3.194251399272925e+32 3.9434879049340425e+32
1.0715 1e-11 13.6 3.123725197467012e+32 3.892520405369522e+32
1.0715 1e-11 13.8 3.020660288662952e+32 3.77185244538982e+32
1.0715 1e-11 14.0 2.8741671360320717e+32 3.6781458251385036e+32
1.0715 1e-11 14.2 2.6731948436532867e+32 3.5239485077407465e+32
1.0715 1e-11 14.4 2.409436819308839e+32 3.2995807408407246e+32
1.0715 1e-11 14.6 2.0816197739367125e+32 2.9869027529500154e+32
1.0715 1e-11 14.8 1.7001720326777766e+32 2.6092771254685503e+32
1.0715 1e-11 15.0 1.2902415358923557e+32 2.1237070910266947e+32
1.0715 1e-11 15.2 8.90197377473065e+31 1.58420001396994e+32
1.0715 1e-11 15.4 5.4379353297145125e+31 1.0489093836272128e+32
1.0715 1e-11 15.6 2.8362348292073663e+31 5.918805101250851e+31
1.0715 1e-11 15.8 1.2128961039207586e+31 2.7161974254997435e+31
1.0715 1e-11 16.0 4.046163245617441e+30 9.704692081172272e+30
1.0715 1e-11 16.2 1.0055441925721567e+30 2.5052691669531e+30
1.0715 1e-11 16.4 8.645152786359678e+28 4.0475032359199015e+29
1.0715 1e-11 16.6 2.409695418424979e+28 3.28662600969685e+28
1.0715 1e-11 16.8 6.501399441106029e+27 1.32697615052267e+27
1.0715 1e-11 17.0 1.4307076625798262e+27 8.840883214033763e+25
1.0715 1e-11 17.2 2.1929915476927655e+26 8.520766153221138e+24
1.0715 1e-11 17.4 2.0521122941208855e+25 5.5047586937764124e+23
1.0715 1e-11 17.6 9.881791527381341e+23 1.9107019124400567e+22
1.0715 1e-11 17.8 1.8210873036558117e+22 2.6884279679132097e+20
1.0715 1e-11 18.0 7.3546822460532965e+19 9.00454136664758e+17
1.0715 1e-11 18.2 2.4247287321028452e+16 266394917234069.66
1.0715 1e-11 18.4 131345121828.85991 1362545762.5591025
1.0715 1e-11 18.6 946.6688273596651 9.522933465702497
1.0715 1e-11 18.8 1.7603173911362516e-10 2.231638768313336e-12
